similar_questions,total_submission,like,paid_only,title,url,topics,level,companies,ac_rate,frequency,dislike,total_accpeted,id
"[u'Merge Two Sorted Lists', u'Ugly Number II']",840100.0,1141.0,False,MergekSortedLists,https://leetcode.com/problems/merge-k-sorted-lists/description/,"[u'Linked List', u'Divide and Conquer', u'Heap']",Hard,"[u'Amazon\xa018', u'Facebook\xa012', u'Google\xa08', u'Microsoft\xa05', u'Uber\xa05', u'Alibaba\xa05', u'Apple\xa03', u'Tencent\xa03', u'eBay\xa03', u'Indeed\xa02', u'Dropbox\xa02', u'Lyft\xa02', u'Bloomberg\xa02', u'LinkedIn\xa0', u'Twitter\xa0', u'Airbnb\xa0', u'IXL\xa0']",0.2936555172,591.5163061565767,77.0,246700.0,23.0
"[u'Binary Tree Inorder Traversal', u'Second Minimum Node In a Binary Tree']",333100.0,596.0,False,KthSmallestElementinaBST,https://leetcode.com/problems/kth-smallest-element-in-a-bst/description/,"[u'Binary Search', u'Tree']",Medium,"[u'Amazon\xa010', u'Facebook\xa09', u'Microsoft\xa05', u'Bloomberg\xa04', u'Google\xa04', u'Uber\xa0']",0.465025517863,394.90556799295007,28.0,154900.0,230.0
"[u'Number of 1 Bits', u'Power of Three', u'Power of Four']",444400.0,235.0,False,PowerofTwo,https://leetcode.com/problems/power-of-two/description/,"[u'Math', u'Bit Manipulation']",Easy,"[u'Amazon\xa05', u'Uber\xa02', u'Tencent\xa02', u'Google\xa0']",0.4099909991,477.1390373345256,65.0,182200.0,231.0
[u'Implement Stack using Queues'],290700.0,276.0,False,ImplementQueueusingStacks,https://leetcode.com/problems/implement-queue-using-stacks/description/,"[u'Stack', u'Design']",Easy,"[u'Amazon\xa07', u'Microsoft\xa06', u'eBay\xa05', u'Bloomberg\xa0']",0.389748882009,434.19498659873966,83.0,113300.0,232.0
[u'Factorial Trailing Zeroes'],122000.0,94.0,False,NumberofDigitOne,https://leetcode.com/problems/number-of-digit-one/description/,[u'Math'],Hard,[],0.291803278689,525.743235177993,277.0,35600.0,233.0
"[u'Palindrome Number', u'Valid Palindrome', u'Reverse Linked List']",520700.0,853.0,False,PalindromeLinkedList,https://leetcode.com/problems/palindrome-linked-list/description/,"[u'Linked List', u'Two Pointers']",Easy,"[u'Microsoft\xa04', u'IXL\xa04', u'Facebook\xa03', u'Alibaba\xa03', u'Adobe\xa03', u'Bloomberg\xa02', u'Twitter\xa02', u'Amazon\xa0']",0.339158824659,548.2306917095048,150.0,176600.0,234.0
[u'Lowest Common Ancestor of a Binary Tree'],515100.0,544.0,False,LowestCommonAncestorofaBinarySearchTree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/description/,[u'Tree'],Easy,"[u'Google\xa06', u'Microsoft\xa05', u'Amazon\xa05', u'Facebook\xa04', u'LinkedIn\xa04', u'Bloomberg\xa04', u'Tencent\xa02', u'Twitter\xa0']",0.405358182877,511.4513980343211,55.0,208800.0,235.0
[u'Lowest Common Ancestor of a Binary Search Tree'],587900.0,927.0,False,LowestCommonAncestorofaBinaryTree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/description/,[u'Tree'],Medium,"[u'Amazon\xa010', u'Facebook\xa05', u'Apple\xa04', u'Microsoft\xa04', u'Tencent\xa02', u'Uber\xa02', u'Bloomberg\xa02', u'LinkedIn\xa0']",0.307025004252,460.29796002373985,99.0,180500.0,236.0
[u'Remove Linked List Elements'],457900.0,398.0,False,DeleteNodeinaLinkedList,https://leetcode.com/problems/delete-node-in-a-linked-list/description/,[u'Linked List'],Easy,"[u'Apple\xa05', u'Microsoft\xa04', u'Adobe\xa04', u'Amazon\xa02', u'NetEase\xa02', u'Baidu\xa02']",0.481982965713,606.8368081148412,1732.0,220700.0,237.0
"[u'Trapping Rain Water', u'Maximum Product Subarray', u'Paint House II']",323500.0,1126.0,False,ProductofArrayExceptSelf,https://leetcode.com/problems/product-of-array-except-self/description/,[u'Array'],Medium,"[u'Lyft\xa013', u'Facebook\xa08', u'Amazon\xa07', u'Apple\xa06', u'Hulu\xa03', u'Google\xa03', u'Zenefits\xa03', u'Expedia\xa03', u'Microsoft\xa02', u'Yelp\xa02', u'LinkedIn\xa0']",0.510355486862,573.9995679560557,84.0,165100.0,238.0
"[u'Minimum Window Substring', u'Min Stack', u'Longest Substring with At Most Two Distinct Characters', u'Paint House II']",284400.0,733.0,False,SlidingWindowMaximum,https://leetcode.com/problems/sliding-window-maximum/description/,[u'Heap'],Hard,"[u'Amazon\xa018', u'Bloomberg\xa09', u'Facebook\xa05', u'eBay\xa02', u'Uber\xa02', u'Alibaba\xa02', u'Microsoft\xa02', u'Google\xa0', u'Zenefits\xa0']",0.347749648383,400.5767970486854,44.0,98900.0,239.0
[u'Reverse Nodes in k-Group'],567000.0,543.0,False,SwapNodesinPairs,https://leetcode.com/problems/swap-nodes-in-pairs/description/,[u'Linked List'],Medium,"[u'Microsoft\xa018', u'Amazon\xa011', u'Facebook\xa06', u'Bloomberg\xa02', u'Uber\xa0']",0.401234567901,507.189709694141,44.0,227500.0,24.0
[u'Search a 2D Matrix'],310500.0,754.0,False,Searcha2DMatrixII,https://leetcode.com/problems/search-a-2d-matrix-ii/description/,"[u'Binary Search', u'Divide and Conquer']",Medium,"[u'Amazon\xa011', u'Microsoft\xa07', u'Google\xa04', u'Bloomberg\xa04', u'Tencent\xa02', u'Apple\xa0']",0.392270531401,471.08908610073763,22.0,121800.0,240.0
"[u'Unique Binary Search Trees II', u'Basic Calculator', u'Expression Add Operators']",125300.0,483.0,False,DifferentWaystoAddParentheses,https://leetcode.com/problems/different-ways-to-add-parentheses/description/,[u'Divide and Conquer'],Medium,[u'Google\xa06'],0.467677573823,472.98236949035595,25.0,58600.0,241.0
"[u'Group Anagrams', u'Palindrome Permutation', u'Find All Anagrams in a String']",479700.0,369.0,False,ValidAnagram,https://leetcode.com/problems/valid-anagram/description/,"[u'Hash Table', u'Sort']",Easy,"[u'Bloomberg\xa05', u'Google\xa04', u'Facebook\xa02', u'Microsoft\xa02', u'Amazon\xa02', u'Apple\xa02', u'Uber\xa0', u'Yelp\xa0']",0.483010214718,520.6364011919048,64.0,231700.0,242.0
"[u'Shortest Word Distance II', u'Shortest Word Distance III']",87500.0,132.0,True,ShortestWordDistance,https://leetcode.com/problems/shortest-word-distance/description/,[u'Array'],Easy,"[u'LinkedIn\xa027', u'Indeed\xa03', u'Microsoft\xa02']",0.541714285714,299.80176962040264,11.0,47400.0,243.0
"[u'Merge Two Sorted Lists', u'Shortest Word Distance', u'Shortest Word Distance III']",79300.0,86.0,True,ShortestWordDistanceII,https://leetcode.com/problems/shortest-word-distance-ii/description/,"[u'Hash Table', u'Design']",Medium,"[u'LinkedIn\xa069', u'Uber\xa02']",0.422446406053,292.9445752209589,49.0,33500.0,244.0
"[u'Shortest Word Distance', u'Shortest Word Distance II']",57400.0,59.0,True,ShortestWordDistanceIII,https://leetcode.com/problems/shortest-word-distance-iii/description/,[u'Array'],Medium,[u'LinkedIn\xa010'],0.517421602787,111.4971343726902,32.0,29700.0,245.0
"[u'Strobogrammatic Number II', u'Strobogrammatic Number III']",93900.0,71.0,True,StrobogrammaticNumber,https://leetcode.com/problems/strobogrammatic-number/description/,"[u'Hash Table', u'Math']",Easy,"[u'Google\xa011', u'Facebook\xa010']",0.404685835996,192.01595282592442,147.0,38000.0,246.0
"[u'Strobogrammatic Number', u'Strobogrammatic Number III']",75800.0,97.0,True,StrobogrammaticNumberII,https://leetcode.com/problems/strobogrammatic-number-ii/description/,"[u'Math', u'Recursion']",Medium,"[u'Facebook\xa011', u'Google\xa0']",0.412928759894,182.5945162086748,51.0,31300.0,247.0
"[u'Strobogrammatic Number', u'Strobogrammatic Number II']",37300.0,41.0,True,StrobogrammaticNumberIII,https://leetcode.com/problems/strobogrammatic-number-iii/description/,"[u'Math', u'Recursion']",Hard,[u'Google\xa04'],0.329758713137,185.80462976521318,36.0,12300.0,248.0
[u'Group Anagrams'],82600.0,159.0,True,GroupShiftedStrings,https://leetcode.com/problems/group-shifted-strings/description/,"[u'Hash Table', u'String']",Medium,"[u'Google\xa013', u'Apple\xa04', u'Uber\xa0']",0.453995157385,240.27324240110448,23.0,37500.0,249.0
[u'Swap Nodes in Pairs'],411800.0,552.0,False,ReverseNodesink-Group,https://leetcode.com/problems/reverse-nodes-in-k-group/description/,[u'Linked List'],Hard,"[u'Microsoft\xa07', u'Mathworks\xa03', u'Bloomberg\xa03', u'Amazon\xa02', u'Google\xa02', u'Goo\xa02', u'Facebook\xa0']",0.325886352598,419.8253347189842,131.0,134200.0,25.0
"[u'Subtree of Another Tree', u'Longest Univalue Path']",55500.0,122.0,True,CountUnivalueSubtrees,https://leetcode.com/problems/count-univalue-subtrees/description/,[u'Tree'],Medium,[u'Google\xa05'],0.448648648649,331.79929965586985,28.0,24900.0,250.0
"[u'Binary Search Tree Iterator', u'Zigzag Iterator', u'Peeking Iterator', u'Flatten Nested List Iterator']",95400.0,118.0,True,Flatten2DVector,https://leetcode.com/problems/flatten-2d-vector/description/,[u'Design'],Medium,"[u'Airbnb\xa034', u'Amazon\xa06', u'Facebook\xa03', u'Twitter\xa02', u'Google\xa0', u'Zenefits\xa0']",0.418238993711,300.8231364176203,46.0,39900.0,251.0
"[u'Merge Intervals', u'Meeting Rooms II']",110500.0,148.0,True,MeetingRooms,https://leetcode.com/problems/meeting-rooms/description/,[u'Sort'],Easy,"[u'Facebook\xa09', u'Amazon\xa04', u'Yelp\xa03', u'Google\xa02', u'Microsoft\xa02', u'Airbnb\xa02']",0.494117647059,319.86232824683486,14.0,54600.0,252.0
"[u'Merge Intervals', u'Meeting Rooms', u'Minimum Number of Arrows to Burst Balloons']",192700.0,524.0,True,MeetingRoomsII,https://leetcode.com/problems/meeting-rooms-ii/description/,"[u'Heap', u'Greedy', u'Sort']",Medium,"[u'Facebook\xa014', u'Microsoft\xa012', u'Uber\xa05', u'Amazon\xa04', u'Bloomberg\xa04', u'Google\xa03', u'Yelp\xa02', u'Snapchat\xa02']",0.398028022833,412.09886552911394,8.0,76700.0,253.0
[u'Combination Sum'],94300.0,243.0,True,FactorCombinations,https://leetcode.com/problems/factor-combinations/description/,[u'Backtracking'],Medium,"[u'LinkedIn\xa017', u'Bloomberg\xa02', u'Uber\xa0']",0.437963944857,169.99411272233115,9.0,41300.0,254.0
[u'Binary Tree Preorder Traversal'],64900.0,180.0,True,VerifyPreorderSequenceinBinarySearchTree,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/description/,"[u'Stack', u'Tree']",Medium,[u'Zenefits\xa0'],0.412942989214,235.61864811134174,34.0,26800.0,255.0
"[u'House Robber', u'House Robber II', u'Paint House II', u'Paint Fence']",82500.0,193.0,True,PaintHouse,https://leetcode.com/problems/paint-house/description/,[u'Dynamic Programming'],Easy,[u'LinkedIn\xa021'],0.465454545455,284.6333130520966,21.0,38400.0,256.0
[u'Path Sum II'],404700.0,477.0,False,BinaryTreePaths,https://leetcode.com/problems/binary-tree-paths/description/,"[u'Tree', u'Depth-first Search']",Easy,"[u'Facebook\xa055', u'Google\xa0', u'Apple\xa0']",0.423523597727,400.9607351739676,41.0,171400.0,257.0
[u'Happy Number'],392500.0,270.0,False,AddDigits,https://leetcode.com/problems/add-digits/description/,[u'Math'],Easy,"[u'Microsoft\xa0', u'Adobe\xa0']",0.523057324841,581.1491355365791,551.0,205300.0,258.0
"[u'3Sum', u'3Sum Closest', u'Valid Triangle Number']",91700.0,217.0,True,3SumSmaller,https://leetcode.com/problems/3sum-smaller/description/,"[u'Array', u'Two Pointers']",Medium,"[u'Google\xa011', u'Coursera\xa02', u'Apple\xa02']",0.424209378408,212.4291341514864,15.0,38900.0,259.0
"[u'Remove Element', u'Remove Duplicates from Sorted Array II']",1000000.0,859.0,False,RemoveDuplicatesfromSortedArray,https://leetcode.com/problems/remove-duplicates-from-sorted-array/description/,"[u'Array', u'Two Pointers']",Easy,"[u'Facebook\xa04', u'Bloomberg\xa03', u'Google\xa02', u'Yahoo\xa02', u'Amazon\xa02', u'Microsoft\xa0']",0.3897,564.9907905418677,2003.0,389700.0,26.0
"[u'Single Number', u'Single Number II']",160400.0,474.0,False,SingleNumberIII,https://leetcode.com/problems/single-number-iii/description/,[u'Bit Manipulation'],Medium,[],0.53927680798,489.87917920191273,52.0,86500.0,260.0
"[u'Course Schedule', u'Number of Connected Components in an Undirected Graph']",161300.0,358.0,True,GraphValidTree,https://leetcode.com/problems/graph-valid-tree/description/,"[u'Depth-first Search', u'Breadth-first Search', u'Union Find', u'Graph']",Medium,"[u'LinkedIn\xa014', u'Google\xa0', u'Facebook\xa0', u'Zenefits\xa0']",0.385616862988,153.87814129358063,8.0,62200.0,261.0
[],102000.0,104.0,False,TripsandUsers,https://leetcode.com/problems/trips-and-users/description/,[],Hard,"[u'Adobe\xa03', u'Uber\xa0']",0.205882352941,383.37975602027063,70.0,21000.0,262.0
"[u'Happy Number', u'Count Primes', u'Ugly Number II']",325300.0,132.0,False,UglyNumber,https://leetcode.com/problems/ugly-number/description/,[u'Math'],Easy,[],0.398705810022,460.9351883091015,253.0,129699.0,263.0
"[u'Merge k Sorted Lists', u'Count Primes', u'Ugly Number', u'Perfect Squares', u'Super Ugly Number']",237200.0,500.0,False,UglyNumberII,https://leetcode.com/problems/ugly-number-ii/description/,"[u'Math', u'Dynamic Programming', u'Heap']",Medium,"[u'Google\xa06', u'eBay\xa02']",0.338111298482,393.4336294596669,30.0,80200.0,264.0
"[u'Product of Array Except Self', u'Sliding Window Maximum', u'Paint House', u'Paint Fence']",86300.0,189.0,True,PaintHouseII,https://leetcode.com/problems/paint-house-ii/description/,[u'Dynamic Programming'],Hard,"[u'LinkedIn\xa017', u'Google\xa03', u'Facebook\xa0']",0.389339513326,148.80319867203337,8.0,33600.0,265.0
"[u'Longest Palindromic Substring', u'Valid Anagram', u'Palindrome Permutation II', u'Longest Palindrome']",84700.0,118.0,True,PalindromePermutation,https://leetcode.com/problems/palindrome-permutation/description/,[u'Hash Table'],Easy,"[u'Google\xa010', u'Bloomberg\xa0', u'Uber\xa0']",0.584415584416,286.7508624728881,30.0,49500.0,266.0
"[u'Next Permutation', u'Permutations II', u'Palindrome Permutation']",59700.0,131.0,True,PalindromePermutationII,https://leetcode.com/problems/palindrome-permutation-ii/description/,[u'Backtracking'],Medium,[u'Uber\xa02'],0.321608040201,155.1719176639688,26.0,19200.0,267.0
"[u'First Missing Positive', u'Single Number', u'Find the Duplicate Number', u'Couples Holding Hands']",416000.0,480.0,False,MissingNumber,https://leetcode.com/problems/missing-number/description/,"[u'Array', u'Math', u'Bit Manipulation']",Easy,"[u'Microsoft\xa07', u'Google\xa04', u'Bloomberg\xa04', u'Amazon\xa03', u'Apple\xa02', u'Facebook\xa0']",0.457211538462,509.4086644398858,805.0,190200.0,268.0
[u'Course Schedule II'],166100.0,353.0,True,AlienDictionary,https://leetcode.com/problems/alien-dictionary/description/,"[u'Graph', u'Topological Sort']",Hard,"[u'Airbnb\xa08', u'Amazon\xa08', u'Uber\xa06', u'Facebook\xa05', u'Bloomberg\xa05', u'Apple\xa03', u'Google\xa02', u'Twitter\xa0', u'Snapchat\xa0', u'Pocket Gems\xa0']",0.269717037929,352.58026597957087,53.0,44800.0,269.0
"[u'Remove Duplicates from Sorted Array', u'Remove Linked List Elements', u'Move Zeroes']",718700.0,480.0,False,RemoveElement,https://leetcode.com/problems/remove-element/description/,"[u'Array', u'Two Pointers']",Easy,"[u'Adobe\xa011', u'Facebook\xa04', u'Amazon\xa04']",0.415333240573,563.96942374465,1052.0,298500.0,27.0
"[u'Count Complete Tree Nodes', u'Closest Binary Search Tree Value II', u'Search in a Binary Search Tree']",141200.0,209.0,True,ClosestBinarySearchTreeValue,https://leetcode.com/problems/closest-binary-search-tree-value/description/,"[u'Binary Search', u'Tree']",Easy,"[u'Amazon\xa010', u'Facebook\xa04', u'Microsoft\xa03', u'eBay\xa02', u'Google\xa0', u'Snapchat\xa0']",0.412889518414,226.75415358682375,18.0,58300.0,270.0
"[u'Count and Say', u'Serialize and Deserialize Binary Tree', u'String Compression', u'Count Binary Substrings']",118800.0,116.0,True,EncodeandDecodeStrings,https://leetcode.com/problems/encode-and-decode-strings/description/,[u'String'],Medium,"[u'Google\xa022', u'Amazon\xa03']",0.259259259259,176.31197522025641,48.0,30800.0,271.0
"[u'Binary Tree Inorder Traversal', u'Closest Binary Search Tree Value']",61900.0,176.0,True,ClosestBinarySearchTreeValueII,https://leetcode.com/problems/closest-binary-search-tree-value-ii/description/,"[u'Stack', u'Tree']",Hard,"[u'LinkedIn\xa029', u'Google\xa0']",0.407108239095,219.51760646189692,13.0,25200.0,272.0
[u'Integer to Roman'],281200.0,246.0,False,IntegertoEnglishWords,https://leetcode.com/problems/integer-to-english-words/description/,"[u'Math', u'String']",Hard,"[u'Facebook\xa031', u'Amazon\xa05', u'Uber\xa04', u'Yelp\xa04', u'Microsoft\xa03', u'LinkedIn\xa02']",0.230085348506,517.6177324515794,657.0,64700.0,273.0
[u'H-Index II'],303400.0,250.0,False,H-Index,https://leetcode.com/problems/h-index/description/,"[u'Hash Table', u'Sort']",Medium,"[u'Google\xa012', u'Facebook\xa0', u'Bloomberg\xa0']",0.340474620962,311.497018791653,407.0,103300.0,274.0
[u'H-Index'],190800.0,134.0,False,H-IndexII,https://leetcode.com/problems/h-index-ii/description/,[u'Binary Search'],Medium,[u'Facebook\xa0'],0.351153039832,229.80533142990163,226.0,67000.0,275.0
"[u'House Robber', u'House Robber II', u'Paint House', u'Paint House II']",98800.0,251.0,True,PaintFence,https://leetcode.com/problems/paint-fence/description/,[u'Dynamic Programming'],Easy,[u'Google\xa0'],0.352226720648,253.34587960865554,77.0,34800.0,276.0
[],151700.0,298.0,True,FindtheCelebrity,https://leetcode.com/problems/find-the-celebrity/description/,[u'Array'],Medium,"[u'Facebook\xa032', u'Microsoft\xa022', u'Pinterest\xa08', u'Yahoo\xa07', u'LinkedIn\xa0']",0.353328938695,338.1116672387593,46.0,53600.0,277.0
"[u'Find First and Last Position of Element in Sorted Array', u'Search Insert Position', u'Guess Number Higher or Lower']",604400.0,330.0,False,FirstBadVersion,https://leetcode.com/problems/first-bad-version/description/,[u'Binary Search'],Easy,[u'Facebook\xa067'],0.264394440768,407.4088730905329,250.0,159800.0,278.0
"[u'Count Primes', u'Ugly Number II']",315400.0,706.0,False,PerfectSquares,https://leetcode.com/problems/perfect-squares/description/,"[u'Math', u'Dynamic Programming', u'Breadth-first Search']",Medium,"[u'Google\xa019', u'Apple\xa06', u'Amazon\xa04', u'Uber\xa03']",0.383005707039,499.1107294217014,55.0,120800.0,279.0
"[u'Shortest Palindrome', u'Repeated Substring Pattern']",1000000.0,493.0,False,ImplementstrStr(),https://leetcode.com/problems/implement-strstr/description/,"[u'Two Pointers', u'String']",Easy,"[u'Amazon\xa05', u'Facebook\xa05', u'Microsoft\xa04', u'Tencent\xa03', u'Google\xa02', u'Baidu\xa02', u'Adobe\xa02', u'Apple\xa0', u'Pocket Gems\xa0']",0.2957,523.7005015835578,833.0,295700.0,28.0
"[u'Sort Colors', u'Wiggle Sort II']",79200.0,221.0,True,WiggleSort,https://leetcode.com/problems/wiggle-sort/description/,"[u'Array', u'Sort']",Medium,"[u'Google\xa012', u'Facebook\xa03', u'Microsoft\xa02']",0.589646464646,427.1724875151748,27.0,46700.0,280.0
"[u'Binary Search Tree Iterator', u'Flatten 2D Vector', u'Peeking Iterator', u'Flatten Nested List Iterator']",76100.0,154.0,True,ZigzagIterator,https://leetcode.com/problems/zigzag-iterator/description/,[u'Design'],Medium,[u'Google\xa022'],0.533508541393,308.6410391447067,15.0,40600.0,281.0
"[u'Evaluate Reverse Polish Notation', u'Basic Calculator', u'Basic Calculator II', u'Different Ways to Add Parentheses', u'Target Sum']",163500.0,356.0,False,ExpressionAddOperators,https://leetcode.com/problems/expression-add-operators/description/,[u'Divide and Conquer'],Hard,"[u'Facebook\xa023', u'LinkedIn\xa010', u'Microsoft\xa02', u'Google\xa0']",0.307645259939,390.07748002185485,45.0,50300.0,282.0
[u'Remove Element'],611200.0,1090.0,False,MoveZeroes,https://leetcode.com/problems/move-zeroes/description/,"[u'Array', u'Two Pointers']",Easy,"[u'Facebook\xa089', u'Bloomberg\xa015', u'Google\xa08', u'Apple\xa04', u'Microsoft\xa04']",0.520451570681,587.277336319885,39.0,318100.0,283.0
"[u'Binary Search Tree Iterator', u'Flatten 2D Vector', u'Zigzag Iterator']",163400.0,156.0,False,PeekingIterator,https://leetcode.com/problems/peeking-iterator/description/,[u'Design'],Medium,"[u'Google\xa05', u'Apple\xa04', u'Facebook\xa02', u'Yahoo\xa0']",0.361689106487,320.96189114377023,106.0,59100.0,284.0
"[u'Binary Tree Inorder Traversal', u'Binary Search Tree Iterator']",195200.0,388.0,True,InorderSuccessorinBST,https://leetcode.com/problems/inorder-successor-in-bst/description/,[u'Tree'],Medium,"[u'Facebook\xa07', u'Amazon\xa06', u'Google\xa06', u'Microsoft\xa05', u'Pocket Gems\xa02']",0.345286885246,285.9811296829173,23.0,67400.0,285.0
"[u'Surrounded Regions', u'Number of Islands', u'Shortest Distance from All Buildings', u'Robot Room Cleaner']",110200.0,317.0,True,WallsandGates,https://leetcode.com/problems/walls-and-gates/description/,[u'Breadth-first Search'],Medium,"[u'Facebook\xa09', u'Google\xa04']",0.460072595281,222.9792962532676,4.0,50700.0,286.0
"[u'First Missing Positive', u'Single Number', u'Linked List Cycle II', u'Missing Number', u'Set Mismatch']",266100.0,1324.0,False,FindtheDuplicateNumber,https://leetcode.com/problems/find-the-duplicate-number/description/,"[u'Array', u'Two Pointers', u'Binary Search']",Medium,"[u'Google\xa012', u'Microsoft\xa09', u'Bloomberg\xa05', u'Amazon\xa05', u'Yahoo\xa03']",0.45321307779,495.6159559306799,123.0,120600.0,287.0
"[u'Two Sum III - Data structure design', u'Generalized Abbreviation']",186600.0,40.0,True,UniqueWordAbbreviation,https://leetcode.com/problems/unique-word-abbreviation/description/,"[u'Hash Table', u'Design']",Medium,[u'Google\xa011'],0.183815648446,159.68259220191402,512.0,34300.0,288.0
[u'Set Matrix Zeroes'],194300.0,392.0,False,GameofLife,https://leetcode.com/problems/game-of-life/description/,[u'Array'],Medium,"[u'Dropbox\xa016', u'Google\xa06', u'Uber\xa04', u'Square\xa03', u'Bloomberg\xa02', u'Snapchat\xa0', u'Two Sigma\xa0']",0.381883685023,486.68012105861885,85.0,74200.0,289.0
[],904600.0,340.0,False,DivideTwoIntegers,https://leetcode.com/problems/divide-two-integers/description/,"[u'Math', u'Binary Search']",Medium,"[u'Facebook\xa089', u'Amazon\xa07', u'Google\xa03', u'Riot Games\xa02']",0.156975458766,519.5386569859072,1557.0,142000.0,29.0
"[u'Isomorphic Strings', u'Word Pattern II']",328100.0,371.0,False,WordPattern,https://leetcode.com/problems/word-pattern/description/,[u'Hash Table'],Easy,"[u'Dropbox\xa06', u'Google\xa03', u'Alibaba\xa02', u'Uber\xa0']",0.337701920146,408.1941867847187,35.0,110800.0,290.0
[u'Word Pattern'],62500.0,150.0,True,WordPatternII,https://leetcode.com/problems/word-pattern-ii/description/,[u'Backtracking'],Hard,"[u'Dropbox\xa09', u'Uber\xa0']",0.3872,261.5228952942341,10.0,24200.0,291.0
[u'Flip Game II'],300800.0,224.0,False,NimGame,https://leetcode.com/problems/nim-game/description/,[u'Brainteaser'],Easy,[u'Adobe\xa0'],0.553856382979,624.2000436675411,781.0,166600.0,292.0
[u'Flip Game II'],60400.0,45.0,True,FlipGame,https://leetcode.com/problems/flip-game/description/,[u'String'],Easy,[u'Google\xa0'],0.576158940397,168.3916783549917,118.0,34800.0,293.0
"[u'Nim Game', u'Flip Game', u'Guess Number Higher or Lower II', u'Can I Win']",76900.0,184.0,True,FlipGameII,https://leetcode.com/problems/flip-game-ii/description/,[u'Backtracking'],Medium,[u'Google\xa0'],0.470741222367,153.0247130985937,11.0,36200.0,294.0
[u'Sliding Window Median'],215500.0,472.0,False,FindMedianfromDataStream,https://leetcode.com/problems/find-median-from-data-stream/description/,"[u'Heap', u'Design']",Hard,"[u'Amazon\xa010', u'Facebook\xa03', u'Expedia\xa03', u'Apple\xa03', u'Bloomberg\xa03', u'Microsoft\xa03', u'eBay\xa02', u'Google\xa0']",0.306728538283,406.74001079281356,9.0,66100.0,295.0
"[u'Shortest Distance from All Buildings', u'Minimum Moves to Equal Array Elements II']",34100.0,128.0,True,BestMeetingPoint,https://leetcode.com/problems/best-meeting-point/description/,"[u'Math', u'Sort']",Hard,"[u'Google\xa06', u'Twitter\xa0']",0.527859237537,383.834418858033,9.0,18000.0,296.0
"[u'Encode and Decode Strings', u'Serialize and Deserialize BST', u'Find Duplicate Subtrees', u'Serialize and Deserialize N-ary Tree']",318700.0,715.0,False,SerializeandDeserializeBinaryTree,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/description/,"[u'Tree', u'Design']",Hard,"[u'Facebook\xa021', u'LinkedIn\xa07', u'Amazon\xa07', u'Google\xa06', u'Microsoft\xa02', u'Bloomberg\xa0', u'Uber\xa0', u'Yahoo\xa0']",0.358330718544,442.27832905970274,37.0,114200.0,297.0
"[u'Longest Consecutive Sequence', u'Binary Tree Longest Consecutive Sequence II']",114000.0,189.0,True,BinaryTreeLongestConsecutiveSequence,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence/description/,[u'Tree'],Medium,"[u'Google\xa028', u'Amazon\xa03']",0.421052631579,240.6440052867826,51.0,48000.0,298.0
[],195300.0,133.0,False,BullsandCows,https://leetcode.com/problems/bulls-and-cows/description/,[u'Hash Table'],Medium,"[u'Google\xa017', u'Amazon\xa03', u'Epic Systems\xa02']",0.365079365079,403.00346876840285,133.0,71300.0,299.0
[u'Longest Substring with At Most Two Distinct Characters'],2100000.0,3158.0,False,LongestSubstringWithoutRepeatingCharacters,https://leetcode.com/problems/longest-substring-without-repeating-characters/description/,"[u'Hash Table', u'Two Pointers', u'String']",Medium,"[u'Amazon\xa016', u'Facebook\xa011', u'Bloomberg\xa010', u'Adobe\xa09', u'Alibaba\xa07', u'Microsoft\xa06', u'Google\xa05', u'Apple\xa05', u'Tencent\xa04', u'Baidu\xa04', u'eBay\xa03', u'Yahoo\xa03', u'Yelp\xa03']",0.253619047619,615.0077424925823,126.0,532600.0,3.0
[u'Minimum Window Substring'],458200.0,288.0,False,SubstringwithConcatenationofAllWords,https://leetcode.com/problems/substring-with-concatenation-of-all-words/description/,"[u'Hash Table', u'Two Pointers', u'String']",Hard,"[u'Facebook\xa06', u'Amazon\xa03']",0.223264949804,420.84670151620185,405.0,102300.0,30.0
"[u'Increasing Triplet Subsequence', u'Russian Doll Envelopes', u'Maximum Length of Pair Chain', u'Number of Longest Increasing Subsequence', u'Minimum ASCII Delete Sum for Two Strings']",357400.0,1230.0,False,LongestIncreasingSubsequence,https://leetcode.com/problems/longest-increasing-subsequence/description/,"[u'Binary Search', u'Dynamic Programming']",Medium,"[u'Amazon\xa04', u'Twitter\xa03', u'Google\xa03', u'Uber\xa02', u'Facebook\xa02', u'Microsoft\xa02', u'Apple\xa02']",0.390598768886,385.5558510251052,29.0,139600.0,300.0
[u'Valid Parentheses'],209600.0,606.0,False,RemoveInvalidParentheses,https://leetcode.com/problems/remove-invalid-parentheses/description/,"[u'Depth-first Search', u'Breadth-first Search']",Hard,"[u'Facebook\xa0128', u'Bloomberg\xa07', u'Amazon\xa04']",0.361641221374,443.2230687204732,24.0,75800.0,301.0
[],39400.0,80.0,True,SmallestRectangleEnclosingBlackPixels,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels/description/,[u'Binary Search'],Hard,[u'Google\xa0'],0.472081218274,110.62689189781815,25.0,18600.0,302.0
